interaction,direction,correspondent_id,datetime,call_duration,antenna_id
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-06-29 19:07:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-06-30 02:26:37,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-06-30 02:56:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-06-30 18:16:33,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-06-30 18:19:38,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-1 01:47:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-1 01:48:01,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-1 02:19:57,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-1 02:55:34,127,
call,out,bcdf4f19ff2094496840399a51217820774c3241,2017-07-1 05:10:13,25,
call,out,bcdf4f19ff2094496840399a51217820774c3241,2017-07-1 05:10:52,51,
call,out,bcdf4f19ff2094496840399a51217820774c3241,2017-07-1 05:12:29,58,
call,out,bcdf4f19ff2094496840399a51217820774c3241,2017-07-1 05:13:39,57,
call,out,bcdf4f19ff2094496840399a51217820774c3241,2017-07-1 16:18:59,28,
call,out,bcdf4f19ff2094496840399a51217820774c3241,2017-07-1 16:37:46,45,
text,out,438b1ac3d218907c906756830020122645c5fb4e,2017-07-2 07:02:02,,
text,in,438b1ac3d218907c906756830020122645c5fb4e,2017-07-2 07:47:09,,
call,out,f470fba4196e24363b8de256c51bd9093849e4cc,2017-07-3 16:34:46,22,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-3 17:34:36,12,
call,out,f470fba4196e24363b8de256c51bd9093849e4cc,2017-07-3 17:46:56,21,
call,out,f470fba4196e24363b8de256c51bd9093849e4cc,2017-07-3 18:00:19,22,
call,out,f470fba4196e24363b8de256c51bd9093849e4cc,2017-07-3 18:07:38,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-4 02:04:53,32,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-4 19:09:00,235,
call,out,1d316d12524cd2b108892e4fd617e3052a519165,2017-07-5 05:51:07,18,
call,out,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-5 05:54:39,40,
call,out,561829264eb45e6dfb50f26772a2f4c77f8ca1a9,2017-07-5 05:58:14,,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-5 06:19:24,82,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-5 18:06:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-5 20:27:38,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-6 02:16:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-6 02:53:45,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-6 02:54:17,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-6 03:21:03,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-6 19:44:40,190,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-7 04:00:07,82,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-07-7 21:31:24,,
call,in,9a2342ff9014928d0cb33f927c93c792620d0ebe,2017-07-7 23:05:53,6,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-8 19:41:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-8 19:41:43,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-8 21:15:54,,
call,in,607fee888a1adf6ee58218d93de8e6f1685bbbfa,2017-07-9 03:30:31,23,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-9 04:57:47,24,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-9 15:30:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-9 20:06:25,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-07-9 20:17:13,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-07-9 21:19:49,3134,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-10 17:53:27,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-10 17:55:30,,
call,in,85a9b9950534e57b1c3a783edbc0aa172793ca69,2017-07-11 01:54:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-11 02:03:28,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-07-11 02:56:13,28,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-11 03:01:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-11 18:10:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-11 19:44:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-11 20:14:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-12 02:31:35,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-12 03:44:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-12 03:44:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-12 04:08:15,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-12 23:12:19,272,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-12 23:24:27,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 03:37:16,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 03:44:00,118,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 16:56:06,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 16:58:21,31,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 17:13:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 17:52:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 22:03:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-13 22:18:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 02:39:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 02:39:47,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 03:12:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 03:33:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 03:34:37,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 03:40:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 03:41:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 03:41:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 04:02:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 04:06:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 04:09:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 18:07:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-14 18:10:29,,
call,out,982bd89bbdd627f9f81b30274fa10e4f0f9f4cd,2017-07-15 00:27:23,28,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-15 01:49:23,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-15 03:25:25,,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-15 05:45:54,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-15 20:04:38,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-15 22:21:46,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-16 01:35:33,5,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-16 01:36:57,91,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-07-16 23:47:41,20,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-07-17 00:06:00,3349,
text,in,67be28e0cdfcb6b1899db4f7fdd55c2ac04e225f,2017-07-17 03:52:12,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-07-17 07:02:39,40,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-07-17 07:03:26,45,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 18:32:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 18:48:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 19:11:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 19:11:17,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 19:12:27,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 19:54:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 19:55:21,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 21:52:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 21:55:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 22:32:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-17 22:42:17,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 02:07:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 02:16:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 02:16:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 03:01:40,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 03:02:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 03:02:47,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-07-18 04:40:17,45,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 04:46:56,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 04:48:34,756,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 06:14:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 06:15:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 15:53:07,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-18 18:25:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 01:22:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 01:51:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 02:00:17,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 04:59:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 05:00:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 05:01:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 15:31:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 16:52:13,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 23:31:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-19 23:45:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 00:05:08,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 00:06:00,,
call,out,1d316d12524cd2b108892e4fd617e3052a519165,2017-07-20 01:26:30,21,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 04:05:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 04:06:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 04:37:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 04:37:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 18:15:44,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 18:16:35,261,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 18:56:21,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 18:56:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 19:28:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-20 19:28:27,,
call,in,69046e431b6764619b14647cf2807893aa318e88,2017-07-20 20:01:40,9,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-21 01:40:56,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-21 03:46:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-21 03:46:48,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-21 04:05:08,26,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-07-21 17:00:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-21 18:19:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-21 18:51:11,,
call,out,d1f80b376b5ec1cbb51134a078d51edb2cdb33a0,2017-07-21 19:36:52,741,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-22 02:20:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-22 02:42:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-22 19:03:11,,
call,in,175da179784177b866346d3891d73719c24dd662,2017-07-22 19:06:18,2343,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-22 22:17:37,,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-23 05:39:43,1717,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 02:15:18,37,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 16:32:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 16:43:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 16:57:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 17:13:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 17:15:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-24 17:16:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 00:34:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 02:08:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 03:46:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 04:07:31,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 04:16:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 15:24:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-25 16:34:01,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 01:50:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 01:50:39,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 01:51:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 01:53:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 01:56:07,,
text,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 02:54:56,,
text,out,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 02:57:01,,
text,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 04:08:59,,
text,out,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 04:24:18,,
text,out,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 04:25:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 04:25:58,,
text,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 04:28:04,,
text,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-07-26 04:28:45,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 04:34:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 05:04:03,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 05:04:23,964,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 18:19:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 18:20:01,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 18:37:35,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 21:19:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 21:20:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 22:14:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 22:16:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-26 22:18:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 04:37:08,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 04:41:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 04:41:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 04:43:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 04:43:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 05:07:58,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 05:08:33,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 05:08:52,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 05:27:37,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 05:28:41,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 19:01:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-27 19:42:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-28 01:53:58,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-28 04:06:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-28 05:14:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-28 18:13:20,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-07-28 23:43:05,13,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-07-29 00:02:39,152,
call,in,b4227e3c282c6923a79ee65f51fc34a003e53ddf,2017-07-29 00:05:46,2663,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 02:27:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 15:18:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 18:52:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 19:05:04,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 19:19:03,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 19:25:40,,
call,out,da02b5d0a2ed9d5ab271769f692ab641b43893d3,2017-07-29 20:17:23,22,
call,out,e103390d96b10a507cca3995565d95036a0c936d,2017-07-29 20:22:28,,
call,out,e103390d96b10a507cca3995565d95036a0c936d,2017-07-29 20:53:14,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-29 21:40:01,174,
call,out,1d316d12524cd2b108892e4fd617e3052a519165,2017-07-30 03:14:18,21,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 17:39:35,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:20:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:21:43,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:23:53,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:24:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:24:58,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:26:35,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:27:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:27:52,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:28:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:53:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 18:54:01,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:22:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:23:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:28:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:28:17,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:29:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:29:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:30:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 19:36:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 23:36:23,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-30 23:42:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 00:19:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 00:20:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 03:11:20,,
text,in,a1be700a2a3af8c412fef14d390a0edc4502005c,2017-07-31 03:12:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 03:21:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 03:37:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:03:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:04:17,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:07:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:09:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:09:37,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:09:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:43:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:53:18,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:53:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:54:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 05:56:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 15:55:35,,
call,in,e3923bff52addca21280a54a7025bebfaefdb28a,2017-07-31 16:41:03,,
call,in,cc77a2baf61eebf3719f3213582ef1ea1d4b8776,2017-07-31 16:58:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 18:16:13,,
call,in,45bccd4cddcef9a2f2ae81aca04427e9b7b74068,2017-07-31 20:23:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 23:45:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-07-31 23:46:16,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 01:07:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 01:08:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 03:09:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 03:37:43,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 04:27:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 04:30:32,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 05:11:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-1 05:14:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:10:35,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:11:33,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:22:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:25:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:26:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:26:25,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:27:03,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 03:27:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 05:31:38,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 05:42:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 05:43:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 05:44:48,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 05:48:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 05:48:41,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 21:20:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-2 22:24:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-3 02:53:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-08-3 03:02:10,,
