interaction,direction,correspondent_id,datetime,call_duration,antenna_id
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 00:25:30,4,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 00:25:56,42,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2016-12-21 00:30:43,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2016-12-21 00:30:49,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2016-12-21 00:31:15,3,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 00:31:29,4,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 00:34:31,41,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 00:37:28,33,
call,out,da02b5d0a2ed9d5ab271769f692ab641b43893d3,2016-12-21 01:23:12,54,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2016-12-21 03:04:04,336,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 18:21:39,15,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 18:25:17,33,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 19:05:19,,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2016-12-21 21:15:40,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2016-12-21 22:41:21,4,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2016-12-21 22:41:41,3951,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-21 23:59:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-22 00:34:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-22 00:53:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-22 00:58:22,,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2016-12-22 21:34:21,29,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-22 23:18:45,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-22 23:41:03,140,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-22 23:43:44,49,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-23 00:59:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-23 01:00:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-23 01:00:21,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-23 18:37:45,,
call,out,f7518e4ac4747738b07f7e7d96c9dfdf412dfc4b,2016-12-24 19:32:01,75,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-24 21:50:36,11,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-24 22:02:45,7,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-24 22:11:37,24,
call,out,8985036da1e73fc1499e196830ce863f9911aff1,2016-12-24 23:48:51,25,
call,in,c40df96469e79c863c88446dabc5c41c823aec9f,2016-12-26 02:50:42,2331,
call,in,d8b023a8465465c5bb63f2187cb3c41a11a9baad,2016-12-27 04:15:38,14,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2016-12-27 08:00:29,1085,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-27 18:50:17,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-27 21:18:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-27 21:51:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-27 23:39:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-27 23:39:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-27 23:40:30,,
call,out,7e05ea2b59ae06fe46de7928dd21e11d5a4e310c,2016-12-28 19:42:08,73,
call,out,891b4b098e6d9d3281246d7939b8a664711561da,2016-12-29 19:05:22,14,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-29 19:29:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-29 21:46:50,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-29 21:48:57,,
call,in,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-30 21:12:41,117,
text,out,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-30 21:33:04,,
text,in,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-30 21:33:28,,
text,in,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-30 21:34:31,,
text,out,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-31 03:33:01,,
text,in,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-31 03:35:36,,
text,out,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-31 03:58:14,,
text,in,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-31 03:58:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2016-12-31 08:51:52,,
text,out,7739122290029e32dba9b7bf0f7a734548e958ab,2016-12-31 08:52:41,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-1 06:00:06,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-1 06:00:18,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-1 06:00:47,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-1 06:31:38,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-01-2 01:26:12,3925,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-3 18:02:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-3 19:32:44,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-3 19:36:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-3 21:39:40,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 02:06:33,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 18:12:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 18:15:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 18:25:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 18:25:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 21:24:05,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-4 21:25:55,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-5 20:13:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-5 22:13:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-5 22:14:36,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-5 22:29:03,57,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-6 18:11:23,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-6 18:25:54,,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-01-6 23:01:51,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-7 01:34:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-7 02:18:47,,
call,out,fdbb904c193e38e88e455e645af2392471e2a1aa,2017-01-7 20:33:29,13,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-01-8 23:22:04,2040,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-9 17:53:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-9 18:07:45,,
call,out,fdbb904c193e38e88e455e645af2392471e2a1aa,2017-01-9 18:28:32,219,
call,out,fdbb904c193e38e88e455e645af2392471e2a1aa,2017-01-9 18:42:40,340,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 01:30:35,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 01:40:58,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 18:25:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 21:16:27,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 21:18:22,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 21:18:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 21:19:11,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 21:20:29,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-10 21:21:43,,
call,in,e103390d96b10a507cca3995565d95036a0c936d,2017-01-11 00:53:48,35,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-11 01:46:43,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-11 17:46:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-11 18:20:22,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-12 00:53:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-12 02:28:53,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:55:14,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:55:23,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:55:25,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:55:26,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:56:19,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:57:26,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:57:39,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:58:28,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:58:30,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:58:59,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:59:19,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:59:40,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 20:59:51,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:00:00,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:00:20,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:00:37,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:00:46,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:04:48,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:05:07,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:05:35,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-12 21:11:54,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-13 04:02:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-13 04:04:58,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-13 04:05:53,,
text,in,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-13 04:06:11,,
text,out,d1488de209157ebcf2028e31e5427902c3a28ba7,2017-01-13 05:46:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-13 18:12:21,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-13 18:15:34,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-14 01:48:38,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-14 02:25:04,106,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-14 02:28:28,60,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-14 03:13:46,209,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-14 21:34:54,4,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-14 21:38:25,15,
call,in,f3ac94572a5f646cec97ab44aef3f2ad84f10642,2017-01-15 00:03:00,1837,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-15 20:34:33,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-15 22:47:26,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-15 22:47:41,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-01-15 23:00:05,4310,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-17 18:08:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-17 18:57:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-17 19:16:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-17 20:44:22,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-17 21:02:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 01:13:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 01:14:30,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 01:21:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 01:21:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 02:10:44,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 02:11:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-18 18:08:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 18:22:00,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 18:45:20,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 18:46:21,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 18:47:34,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 18:48:43,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 20:56:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 20:58:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 20:59:17,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 21:00:06,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 21:04:18,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-20 21:05:14,,
call,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 00:25:19,85,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-21 00:44:30,1,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 17:47:41,,
call,in,abf60f0200008cea3d4d91348aa11e7ec15381df,2017-01-21 18:14:06,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-01-21 18:43:17,36,
call,out,abf60f0200008cea3d4d91348aa11e7ec15381df,2017-01-21 18:44:07,15,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 18:45:02,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 18:46:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 18:52:57,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 18:53:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:07:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:09:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:09:59,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:10:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:11:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:12:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:13:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:15:54,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:16:13,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:16:13,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:16:25,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:16:33,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-01-21 19:16:54,148,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:17:32,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:20:06,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-21 19:23:36,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-22 21:33:17,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-25 16:56:49,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-25 17:01:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-25 17:02:03,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-25 17:02:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-25 17:45:19,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-25 17:45:49,,
call,out,9665820b6cf04fbe0898f3b1b159e82bad836753,2017-01-25 21:12:54,52,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-26 07:04:24,954,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-01-26 07:21:08,613,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-26 18:13:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-26 20:05:07,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-26 20:05:29,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-26 23:20:48,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-26 23:27:36,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-27 00:05:29,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-27 00:06:13,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-27 02:15:59,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-27 02:16:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-28 16:01:00,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-28 19:23:12,,
call,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-01-29 22:05:35,3987,
call,in,5d590bb1c38dbf0abf13a9bebe384d597d7cc873,2017-01-30 16:18:07,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-30 18:40:12,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-30 19:30:58,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-30 23:01:07,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-30 23:01:28,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-30 23:01:47,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 00:06:03,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 01:06:46,44,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 02:24:04,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 18:11:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 19:02:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 21:44:10,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-01-31 21:44:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-1 01:39:47,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-1 18:47:10,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-1 19:33:40,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-1 21:31:51,4,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-1 21:43:58,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-2 03:40:28,,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-2 06:10:56,4,
call,out,18452df8a2654696b08897d66b3ebfda36d3ad60,2017-02-2 06:11:30,1446,
call,in,727f41a96ffcf0dd220d0f917212b923beeed946,2017-02-3 00:32:02,,
call,in,e103390d96b10a507cca3995565d95036a0c936d,2017-02-3 01:14:16,,
call,out,e729a096a6c30c9f523e56329b4cdc7993d83b00,2017-02-3 01:35:47,19,
call,out,e103390d96b10a507cca3995565d95036a0c936d,2017-02-3 01:37:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-3 18:14:16,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-3 20:46:42,,
call,in,17501803215c4e1b55c573f73faa937701298d24,2017-02-3 21:53:46,142,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-3 21:53:47,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-3 21:56:23,276,
call,in,da39a3ee5e6b4b0d3255bfef95601890afd80709,2017-02-3 22:15:47,48,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-3 23:49:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-4 02:28:37,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-4 04:55:09,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-4 04:55:28,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-4 08:32:19,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-4 08:33:38,,
text,in,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-5 23:05:39,,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-5 23:07:12,351,
call,out,5fed21afe6e8968cf22b89638aca4d1b696aa96f,2017-02-5 23:13:47,1500,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-6 17:51:05,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-6 18:25:24,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-6 22:09:55,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-6 22:10:13,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-6 22:10:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-6 22:11:14,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 00:54:45,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 00:56:14,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 00:57:17,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 00:57:46,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 02:34:46,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 17:37:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 18:30:50,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 22:46:43,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 22:52:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 22:52:45,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 22:53:15,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-7 22:53:44,,
text,in,593ed24a7e61427452aa9d9c31218e910947a42b,2017-02-8 01:51:42,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:10:42,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:11:07,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:35:51,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:46:50,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:47:56,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:48:30,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:50:15,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:50:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 02:50:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 18:22:01,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 20:50:24,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 20:50:49,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 20:51:06,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 20:58:00,470,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-8 21:06:23,7,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-9 01:18:45,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-9 02:32:36,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-9 02:34:00,,
call,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-9 02:40:29,116,
call,in,84a0b0913d1ca64de3945bdb02270d500a667739,2017-02-10 15:58:50,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 18:12:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 18:12:53,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 18:23:31,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 18:25:20,,
text,in,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 19:33:02,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 19:33:57,,
text,out,88ad215ab537b07ca2f8beb13d51cd5175e4217f,2017-02-10 23:00:43,,
